"disabledOnThisBranch","_id","barcode","code","zone","aisle","shelf","name","scientificName","itemId","collection","unit","category","categoryId","brand","inventory","inventoryId","quantity","quantities","packagingQuantity","expires","packaging","quantityInPackaging","quantityByDefaultPackaging","singleBadgeNumber","itemCostPrice","itemCostPriceCurrency","costPrice","costPriceIqd","costPriceUsd","sellingPriceMultiple","sellingPrice","defaultCurrency","defaultCurrencyMultiple","exRate","parentItem","parentItemId","totalCostPrice","totalCostPriceIqd","totalCostPriceUsd","costPriceCurrency","itemExpenseCost","trader","traderName","attributes","supplier","inventoryReminderQuantity","volume","weight","potentialSalesValue","display","packing","currentRent","key","rowIndex","expiryDate"
"no","6a44fbe97bd19ff6267d9b3c","417","","","","","Usb male and female 5m","","","","","Cable","6a44fbe77bd19ff6267d9791","","سەرەکی","6a44cc677bd19ff6267d63f4","7","","7","no","7 دانە","1","7","true","2","$","2","0","2","3","4","$","$","","","","","0","14","$","","","","","","10","0","0","28","true","","0","6a44fbe97bd19ff6267d9b3c-439","439",""
"no","6a44fbe87bd19ff6267d99b4","378","","","","","Usb to sata ide","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","2","$","2","0","2","3.5","5","$","$","","","","","0","4","$","","","","","","10","0","0","10","true","","0","6a44fbe87bd19ff6267d99b4-440","440",""
"no","6a44fbe87bd19ff6267d99e4","418","","","","","Usb to usb","","","","","Cable","6a44fbe77bd19ff6267d9791","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","1","$","1","0","1","1.5","2","$","$","","","","","0","1","$","","","","","","10","0","0","2","true","","0","6a44fbe87bd19ff6267d99e4-441","441",""
"no","6a44fbe97bd19ff6267d9abe","420","","","","","Vga 3m","","","","","Cable","6a44fbe77bd19ff6267d9791","","سەرەکی","6a44cc677bd19ff6267d63f4","5","","5","no","5 دانە","1","5","true","2","$","2","0","2","2.5","3","$","$","","","","","0","10","$","","","","","","10","0","0","15","true","","0","6a44fbe97bd19ff6267d9abe-442","442",""
"no","6a44fbe57bd19ff6267d946a","156","","","","","Voltedge tx30","","","","","HEADSET","6a44fbe37bd19ff6267d92c7","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","9","$","9","0","9","12","14","$","$","","","","","0","27","$","","","","","","10","0","0","42","true","","0","6a44fbe57bd19ff6267d946a-443","443",""
"no","6a44fbeb7bd19ff6267d9d8a","551","","","","","WD 2.5 1tb","","","","","HDD","6a44fbeb7bd19ff6267d9d75","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","35","$","35","0","35","40","45","$","$","","","","","0","70","$","","","","","","10","0","0","90","true","","0","6a44fbeb7bd19ff6267d9d8a-444","444",""
"no","6a44fbeb7bd19ff6267d9d90","552","","","","","WD 2.5 320gb","","","","","HDD","6a44fbeb7bd19ff6267d9d75","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","13","$","13","0","13","17","20","$","$","","","","","0","39","$","","","","","","10","0","0","60","true","","0","6a44fbeb7bd19ff6267d9d90-445","445",""
"no","6a44fbeb7bd19ff6267d9d84","550","","","","","WD 2.5 500gb","","","","","HDD","6a44fbeb7bd19ff6267d9d75","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","17","$","17","0","17","20","25","$","$","","","","","0","68","$","","","","","","10","0","0","100","true","","0","6a44fbeb7bd19ff6267d9d84-446","446",""
"no","6a44fbec7bd19ff6267d9edc","571","","","","","WD blue nvme 250gb","","","","","M.2","6a44fbeb7bd19ff6267d9da9","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","13","$","13","0","13","45","50","$","$","","","","","0","39","$","","","","","","10","0","0","150","true","","0","6a44fbec7bd19ff6267d9edc-447","447",""
"no","6a44fbec7bd19ff6267d9e58","547","","","","","WD elements 500gb","","","","","EXTERNAL HDD","6a44fbeb7bd19ff6267d9dd7","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","16.5","$","16.5","0","16.5","22","45","$","$","","","","","0","16.5","$","","","","","","10","0","0","45","true","","0","6a44fbec7bd19ff6267d9e58-448","448",""
"no","6a44fbeb7bd19ff6267d9dac","562","","","","","WD green 2280 ngff 480gb","","","","","M.2","6a44fbeb7bd19ff6267d9da9","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","45","$","45","0","45","70","90","$","$","","","","","0","45","$","","","","","","10","0","0","90","true","","0","6a44fbeb7bd19ff6267d9dac-449","449",""
"no","6a44fbec7bd19ff6267d9f1e","586","","","","","WD green ngff 1tb","","","","","M.2","6a44fbeb7bd19ff6267d9da9","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","48","$","48","0","48","120","135","$","$","","","","","0","144","$","","","","","","10","0","0","405","true","","0","6a44fbec7bd19ff6267d9f1e-450","450",""
"no","6a44fbeb7bd19ff6267d9d96","556","","","","","WD purple 1tb","","","","","HDD","6a44fbeb7bd19ff6267d9d75","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","35.5","$","35.5","0","35.5","42","48","$","$","","","","","0","35.5","$","","","","","","10","0","0","48","true","","0","6a44fbeb7bd19ff6267d9d96-451","451",""
"no","6a44fbe67bd19ff6267d961e","225","","","","","Webcam1","","","","","Webcam","6a44fbe67bd19ff6267d95fd","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","3","$","3","0","3","5","7","$","$","","","","","0","3","$","","","","","","10","0","0","7","true","","0","6a44fbe67bd19ff6267d961e-452","452",""
"no","6a44fbec7bd19ff6267d9f3c","605","","","","","Wekome v15 bt","","","","","EARPHONE","6a44fbe67bd19ff6267d9705","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","8","$","8","0","8","10","12","$","$","","","","","0","24","$","","","","","","10","0","0","36","true","","0","6a44fbec7bd19ff6267d9f3c-453","453",""
"no","6a44fbe97bd19ff6267d9a8e","389","","","","","Wifi Tp-link 150mb tl-wn725n","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","5","","5","no","5 دانە","1","5","true","4.5","$","4.5","0","4.5","7","10","$","$","","","","","0","22.5","$","","","","","","10","0","0","50","true","","0","6a44fbe97bd19ff6267d9a8e-454","454",""
"no","6a44fbf77bd19ff6267dad91","1212","","","","","Wifi Tp-link 300mb tl-wn823n","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","6","$","6","0","6","10","14","$","$","","","","","0","24","$","","","","","","10","0","0","56","true","","0","6a44fbf77bd19ff6267dad91-455","455",""
"no","6a44fbf27bd19ff6267da7a0","954","","","","","Wifi Usb Adapter","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","2.3","$","2.3","0","2.3","5","7","$","$","","","","","0","6.8999999999999995","$","","","","","","10","0","0","21","true","","0","6a44fbf27bd19ff6267da7a0-456","456",""
"no","6a44fbee7bd19ff6267da0f8","669","","","","","Windows 11 pro code","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","12","","12","no","12 دانە","1","12","true","4","$","4","0","4","10","14","$","$","","","","","0","48","$","","","","","","10","0","0","168","true","","0","6a44fbee7bd19ff6267da0f8-457","457",""
"no","6a44fbe67bd19ff6267d95e4","214","","","","","Wireless charger andobil","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","3","$","3","0","3","7","10","$","$","","","","","0","3","$","","","","","","10","0","0","10","true","","0","6a44fbe67bd19ff6267d95e4-458","458",""
"no","6a44fbe87bd19ff6267d99d8","401","","","","","Wiwn a20","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","16","$","16","0","16","20","24","$","$","","","","","0","32","$","","","","","","10","0","0","48","true","","0","6a44fbe87bd19ff6267d99d8-459","459",""
"no","6a44fbe97bd19ff6267d9a32","434","","","","","Wiwu type c 5in1","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","13","$","13","0","13","17","20","$","$","","","","","0","39","$","","","","","","10","0","0","60","true","","0","6a44fbe97bd19ff6267d9a32-460","460",""
"no","6a44fbe37bd19ff6267d9256","79","","","","","X Gaming cx166","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","1.75","$","1.75","0","1.75","2.5","3","$","$","","","","","0","5.25","$","","","","","","10","0","0","9","true","","0","6a44fbe37bd19ff6267d9256-461","461",""
"no","6a44fbea7bd19ff6267d9bac","474","","","","","X96 2gb ram","","","","","TV BOX","6a44fbea7bd19ff6267d9b97","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","18","$","18","0","18","23","27","$","$","","","","","0","18","$","","","","","","10","0","0","27","true","","0","6a44fbea7bd19ff6267d9bac-462","462",""
"no","6a44fbea7bd19ff6267d9ba6","473","","","","","X96 max 4gb ram","","","","","TV BOX","6a44fbea7bd19ff6267d9b97","","سەرەکی","6a44cc677bd19ff6267d63f4","10","","10","no","10 دانە","1","10","true","32","$","32","0","32","37","40","$","$","","","","","0","320","$","","","","","","10","0","0","400","true","","0","6a44fbea7bd19ff6267d9ba6-463","463",""
"no","6a44fbe87bd19ff6267d996a","358","","","","","XPG 8gb 3200mhz D4","","","","","RAM","6a44d0877bd19ff6267d698c","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","35","$","35","0","35","50","70","$","$","","","","","0","35","$","","","","","","10","0","0","70","true","","0","6a44fbe87bd19ff6267d996a-464","464",""
"no","6a44fbe97bd19ff6267d9b00","375","","","","","Xbox 360 2.4ghz wireless","","","","","Controller","6a44fbe87bd19ff6267d998d","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","10","$","10","0","10","13","17","$","$","","","","","0","20","$","","","","","","10","0","0","34","true","","0","6a44fbe97bd19ff6267d9b00-465","465",""
"no","6a44fbe97bd19ff6267d9a82","363","","","","","Xbox 360 USB","","","","","Controller","6a44fbe87bd19ff6267d998d","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","6","$","6","0","6","7","10","$","$","","","","","0","24","$","","","","","","10","0","0","40","true","","0","6a44fbe97bd19ff6267d9a82-466","466",""
"no","6a44fbf07bd19ff6267da398","778","","","","","Xbox Wireless Controller Robot White","","","","","Controller","6a44fbe87bd19ff6267d998d","","سەرەکی","6a44cc677bd19ff6267d63f4","5","","5","no","5 دانە","1","5","true","50","$","50","0","50","55","60","$","$","","","","","0","250","$","","","","","","10","0","0","300","true","","0","6a44fbf07bd19ff6267da398-467","467",""
"no","6a44fbe97bd19ff6267d9a44","374","","","","","Xbox one/pc/p3/xsx 2.4ghz","","","","","Controller","6a44fbe87bd19ff6267d998d","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","26","$","26","0","26","31","35","$","$","","","","","0","78","$","","","","","","10","0","0","105","true","","0","6a44fbe97bd19ff6267d9a44-468","468",""
"no","6a44fbe77bd19ff6267d97c6","308","","","","","Xigmatek air killer s","","","","","COOLER","6a44fbe67bd19ff6267d9667","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","19.5","$","19.5","0","19.5","25","30","$","$","","","","","0","19.5","$","","","","","","10","0","0","30","true","","0","6a44fbe77bd19ff6267d97c6-469","469",""
"no","6a44fbe87bd19ff6267d9940","353","","","","","Xigmatek x-power 600w bronze","","","","","PSU","6a44fbe67bd19ff6267d9675","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","32","$","32","0","32","45","50","$","$","","","","","0","64","$","","","","","","10","0","0","100","true","","0","6a44fbe87bd19ff6267d9940-470","470",""
"no","6a44fbec7bd19ff6267d9e52","561","","","","","Xpg sx6000 128gb","","","","","M.2","6a44fbeb7bd19ff6267d9da9","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","24","$","24","0","24","30","35","$","$","","","","","0","72","$","","","","","","10","0","0","105","true","","0","6a44fbec7bd19ff6267d9e52-471","471",""
"no","6a44fbed7bd19ff6267da044","640","","","","","Xtrike me Led rgb 3m APP","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","4","$","4","0","4","7","10","$","$","","","","","0","12","$","","","","","","10","0","0","30","true","","0","6a44fbed7bd19ff6267da044-472","472",""
"no","6a44fbed7bd19ff6267da0a4","660","","","","","Xtrike me fn-811","","","","","Laptop Cooling Pad","6a44fbed7bd19ff6267d9fe1","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","7","$","7","0","7","12","15","$","$","","","","","0","7","$","","","","","","10","0","0","15","true","","0","6a44fbed7bd19ff6267da0a4-473","473",""
"no","6a44fbe47bd19ff6267d931a","38","","","","","Xtrike me gm-203","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","7","","7","no","7 دانە","1","7","true","4","$","4","0","4","6","8","$","$","","","","","0","28","$","","","","","","10","0","0","56","true","","0","6a44fbe47bd19ff6267d931a-474","474",""
"no","6a44fbe47bd19ff6267d92e8","37","","","","","Xtrike me gm-205","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","3","$","3","0","3","5","7","$","$","","","","","0","3","$","","","","","","10","0","0","7","true","","0","6a44fbe47bd19ff6267d92e8-475","475",""
"no","6a44fbe37bd19ff6267d928c","42","","","","","Xtrike me gm-402","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","4","$","4","0","4","5","7","$","$","","","","","0","4","$","","","","","","10","0","0","7","true","","0","6a44fbe37bd19ff6267d928c-476","476",""
"no","6a44fbe37bd19ff6267d922c","57","","","","","Xtrike me gmp-505","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","7","$","7","0","7","10","13","$","$","","","","","0","14","$","","","","","","10","0","0","26","true","","0","6a44fbe37bd19ff6267d922c-477","477",""
"no","6a44fbe47bd19ff6267d930e","116","","","","","Xtrike me ht-02","","","","","Headset Stand","6a44fbe47bd19ff6267d930b","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","4","$","4","0","4","7","10","$","$","","","","","0","8","$","","","","","","10","0","0","20","true","","0","6a44fbe47bd19ff6267d930e-478","478",""
"no","6a44fbe57bd19ff6267d956c","123","","","","","Xtrike me ht-03","","","","","Headset Stand","6a44fbe47bd19ff6267d930b","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","7","$","7","0","7","10","14","$","$","","","","","0","7","$","","","","","","10","0","0","14","true","","0","6a44fbe57bd19ff6267d956c-479","479",""
"no","6a44fbe57bd19ff6267d94b2","169","","","","","Xtrike me kb-301","","","","","KEYBOARD","6a44fbe47bd19ff6267d9423","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","2.5","$","2.5","0","2.5","5","7","$","$","","","","","0","2.5","$","","","","","","10","0","0","7","true","","0","6a44fbe57bd19ff6267d94b2-480","480",""
"no","6a44fbf57bd19ff6267dabf7","641","","","","","Xtrike me led rgb 5m APP","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","8","","8","no","8 دانە","1","8","true","5.5","$","5.5","0","5.5","10","14","$","$","","","","","0","44","$","","","","","","10","0","0","112","true","","0","6a44fbf57bd19ff6267dabf7-481","481",""
"no","6a44fbea7bd19ff6267d9c06","503","","","","","Yeston","","","","","PAD","6a44fbea7bd19ff6267d9bd1","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","2.5","$","2.5","0","2.5","5","7","$","$","","","","","0","2.5","$","","","","","","10","0","0","7","true","","0","6a44fbea7bd19ff6267d9c06-482","482",""
"no","6a44fbe77bd19ff6267d97a2","276","","","","","Yuiyi black","","","","","CASE","6a44fbe77bd19ff6267d979f","","سەرەکی","6a44cc677bd19ff6267d63f4","12","","12","no","12 دانە","1","12","true","21","$","21","0","21","35","40","$","$","","","","","0","252","$","","","","","","10","0","0","480","true","","0","6a44fbe77bd19ff6267d97a2-483","483",""
"no","6a44fbf77bd19ff6267dad97","1201","","","","","aorus x870 wifi7 elite","","","","","MOTHERBOARD","6a44fbe67bd19ff6267d96a3","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","235","$","235","0","235","265","285","$","$","","","","","0","940","$","","","","","","10","0","0","1140","true","","0","6a44fbf77bd19ff6267dad97-484","484",""
"no","6a44fbe67bd19ff6267d9612","223","","","","","arktek","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","3","$","3","0","3","5","7","$","$","","","","","0","3","$","","","","","","10","0","0","7","true","","0","6a44fbe67bd19ff6267d9612-485","485",""
"no","6a44fbf67bd19ff6267dad49","1193","","","","","aswar as-st500","","","","","stand mic","6a44fbf67bd19ff6267dad46","","سەرەکی","6a44cc677bd19ff6267d63f4","10","","10","no","10 دانە","1","10","true","15","$","15","0","15","25","30","$","$","","","","","0","150","$","","","","","","10","0","0","300","true","","0","6a44fbf67bd19ff6267dad49-486","486",""
"no","6a44fbef7bd19ff6267da252","741","","","","","aux 1in2","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","30","","30","no","30 دانە","1","30","true","0.75","$","0.75","0","0.75","1.5","2","$","$","","","","","0","22.5","$","","","","","","10","0","0","60","true","","0","6a44fbef7bd19ff6267da252-487","487",""
"no","6a44fbed7bd19ff6267d9f4a","607","","","","","bag pubg","","","","","Bag","6a44fbed7bd19ff6267d9f47","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","7","$","7","0","7","9","10","$","$","","","","","0","14","$","","","","","","10","0","0","20","true","","0","6a44fbed7bd19ff6267d9f4a-488","488",""
"no","6a44fbf27bd19ff6267da6ce","944","","","","","bajeal B87 White blue switch","","","","","KEYBOARD","6a44fbe47bd19ff6267d9423","","سەرەکی","6a44cc677bd19ff6267d63f4","17","","17","no","17 دانە","1","17","true","8","$","8","0","8","12","14","$","$","","","","","0","136","$","","","","","","10","0","0","238","true","","0","6a44fbf27bd19ff6267da6ce-489","489",""
"no","6a44fbf27bd19ff6267da764","943","","","","","bajeal B87 White red switch","","","","","KEYBOARD","6a44fbe47bd19ff6267d9423","","سەرەکی","6a44cc677bd19ff6267d63f4","33","","33","no","33 دانە","1","33","true","8","$","8","0","8","12","17","$","$","","","","","0","264","$","","","","","","10","0","0","561","true","","0","6a44fbf27bd19ff6267da764-490","490",""
"no","6a44fbf37bd19ff6267da7ca","946","","","","","bajeal B87 black blue switch","","","","","KEYBOARD","6a44fbe47bd19ff6267d9423","","سەرەکی","6a44cc677bd19ff6267d63f4","7","","7","no","7 دانە","1","7","true","8","$","8","0","8","12","14","$","$","","","","","0","56","$","","","","","","10","0","0","98","true","","0","6a44fbf37bd19ff6267da7ca-491","491",""
"no","6a44fbf27bd19ff6267da6b0","945","","","","","bajeal B87 black red switch","","","","","KEYBOARD","6a44fbe47bd19ff6267d9423","","سەرەکی","6a44cc677bd19ff6267d63f4","34","","34","no","34 دانە","1","34","true","8","$","8","0","8","12","17","$","$","","","","","0","272","$","","","","","","10","0","0","578","true","","0","6a44fbf27bd19ff6267da6b0-492","492",""
"no","6a44fbf27bd19ff6267da6a4","941","","","","","bajeal k101 White red switch","","","","","KEYBOARD","6a44fbe47bd19ff6267d9423","","سەرەکی","6a44cc677bd19ff6267d63f4","10","","10","no","10 دانە","1","10","true","7.25","$","7.25","0","7.25","12","17","$","$","","","","","0","72.5","$","","","","","","10","0","0","170","true","","0","6a44fbf27bd19ff6267da6a4-493","493",""
"no","6a44fbf27bd19ff6267da710","939","","","","","bajeal k101 black red switch","","","","","KEYBOARD","6a44fbe47bd19ff6267d9423","","سەرەکی","6a44cc677bd19ff6267d63f4","26","","26","no","26 دانە","1","26","true","7.25","$","7.25","0","7.25","12","17","$","$","","","","","0","188.5","$","","","","","","10","0","0","442","true","","0","6a44fbf27bd19ff6267da710-494","494",""
"no","6a44fbea7bd19ff6267d9b8c","452","","","","","beta racing blue","","","","","CHAIR","6a44fbea7bd19ff6267d9b89","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","90","$","90","0","90","105","115","$","$","","","","","0","90","$","","","","","","10","0","0","115","true","","0","6a44fbea7bd19ff6267d9b8c-495","495",""
"no","6a44fbe77bd19ff6267d9774","247","","","","","bykski 240m black","","","","","COOLER","6a44fbe67bd19ff6267d9667","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","56","$","56","0","56","65","75","$","$","","","","","0","56","$","","","","","","10","0","0","75","true","","0","6a44fbe77bd19ff6267d9774-496","496",""
"no","6a44fbf37bd19ff6267da836","1002","","","","","case fan wzfk-120","","","","","Fan","6a44fbe67bd19ff6267d9733","","سەرەکی","6a44cc677bd19ff6267d63f4","29","","29","no","29 دانە","1","29","true","1","$","1","0","1","5","7","$","$","","","","","0","29","$","","","","","","10","0","0","203","true","","0","6a44fbf37bd19ff6267da836-497","497",""
"no","6a44fbf27bd19ff6267da73a","931","","","","","chair 8010 gaming black red","","","","","CHAIR","6a44fbea7bd19ff6267d9b89","","سەرەکی","6a44cc677bd19ff6267d63f4","10","","10","no","10 دانە","1","10","true","70.75","$","70.75","0","70.75","90","100","$","$","","","","","0","707.5","$","","","","","","10","0","0","1000","true","","0","6a44fbf27bd19ff6267da73a-498","498",""
"no","6a44fbf27bd19ff6267da6c8","929","","","","","chair 9031 gaming grey","","","","","CHAIR","6a44fbea7bd19ff6267d9b89","","سەرەکی","6a44cc677bd19ff6267d63f4","5","","5","no","5 دانە","1","5","true","70.75","$","70.75","0","70.75","90","110","$","$","","","","","0","353.75","$","","","","","","10","0","0","550","true","","0","6a44fbf27bd19ff6267da6c8-499","499",""
"no","6a44fbf57bd19ff6267dab8b","1117","","","","","cmos motherboard battrey","","","","","UPS BATTERY","6a44fbea7bd19ff6267d9c9f","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","2","$","2","0","2","3","5","$","$","","","","","0","6","$","","","","","","10","0","0","15","true","","0","6a44fbf57bd19ff6267dab8b-500","500",""
"no","6a44fbf77bd19ff6267dadd9","1205","","","","","corsair vengeance ddr5 -16gb 6000hz","","","","","RAM","6a44d0877bd19ff6267d698c","","سەرەکی","6a44cc677bd19ff6267d63f4","10","","10","no","10 دانە","1","10","true","165","$","165","0","165","200","215","$","$","","","","","0","1650","$","","","","","","10","0","0","2150","true","","0","6a44fbf77bd19ff6267dadd9-501","501",""
"no","6a44fbf57bd19ff6267dab61","1076","","","","","deepcool ls720 digital","","","","","COOLER","6a44fbe67bd19ff6267d9667","","سەرەکی","6a44cc677bd19ff6267d63f4","14","","14","no","14 دانە","1","14","true","67","$","67","0","67","90","100","$","$","","","","","0","938","$","","","","","","10","0","0","1400","true","","0","6a44fbf57bd19ff6267dab61-502","502",""
"no","6a44fbf07bd19ff6267da458","756","","","","","fsp cmi92","","","","","CASE","6a44fbe77bd19ff6267d979f","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","33","$","33","0","33","45","50","$","$","","","","","0","132","$","","","","","","10","0","0","200","true","","0","6a44fbf07bd19ff6267da458-503","503",""
"no","6a44fbf37bd19ff6267da842","1036","","","","","gigabyte 5060 ti 8gb black","","","","","GPU","6a44d0727bd19ff6267d6985","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","460","$","460","0","460","500","565","$","$","","","","","0","460","$","","","","","","10","0","0","565","true","","0","6a44fbf37bd19ff6267da842-504","504",""
"no","6a44fbf47bd19ff6267daa28","1071","","","","","gigabyte GS25F2 200hz ips","","","","","MONITOR","6a44fbe47bd19ff6267d943d","","سەرەکی","6a44cc677bd19ff6267d63f4","7","","7","no","7 دانە","1","7","true","97","$","97","0","97","110","120","$","$","","","","","0","679","$","","","","","","10","0","0","840","true","","0","6a44fbf47bd19ff6267daa28-505","505",""
"no","6a44fbf77bd19ff6267dad9d","1200","","","","","gigbyte b550m-h argb","","","","","MOTHERBOARD","6a44fbe67bd19ff6267d96a3","","سەرەکی","6a44cc677bd19ff6267d63f4","17","","17","no","17 دانە","1","17","true","62.1","$","62.1","0","62.1","85","100","$","$","","","","","0","1055.7","$","","","","","","10","0","0","1700","true","","0","6a44fbf77bd19ff6267dad9d-506","506",""
"no","6a44fbea7bd19ff6267d9b72","444","","","","","hdmi spliter 1to4","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","8","$","8","0","8","12","15","$","$","","","","","0","8","$","","","","","","10","0","0","15","true","","0","6a44fbea7bd19ff6267d9b72-507","507",""
"no","6a44fbee7bd19ff6267da0f2","676","","","","","hynix 8gb 2400mhz","","","","","Laptop Ram","6a44fbe67bd19ff6267d9683","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","15","$","15","0","15","30","40","$","$","","","","","0","15","$","","","","","","10","0","0","40","true","","0","6a44fbee7bd19ff6267da0f2-508","508",""
"no","6a44fbe57bd19ff6267d94e8","128","","","","","hyperx cloud stinger core","","","","","HEADSET","6a44fbe37bd19ff6267d92c7","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","26","$","26","0","26","33","40","$","$","","","","","0","104","$","","","","","","10","0","0","160","true","","0","6a44fbe57bd19ff6267d94e8-509","509",""
"no","6a44fbe47bd19ff6267d92ee","98","","","","","iMICE G5","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","5","$","5","0","5","7","10","$","$","","","","","0","5","$","","","","","","10","0","0","10","true","","0","6a44fbe47bd19ff6267d92ee-510","510",""
"no","6a44fbe37bd19ff6267d9262","97","","","","","iMICE G7","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","7.5","$","7.5","0","7.5","10","14","$","$","","","","","0","7.5","$","","","","","","10","0","0","14","true","","0","6a44fbe37bd19ff6267d9262-511","511",""
