"disabledOnThisBranch","_id","barcode","code","zone","aisle","shelf","name","scientificName","itemId","collection","unit","category","categoryId","brand","inventory","inventoryId","quantity","quantities","packagingQuantity","expires","packaging","quantityInPackaging","quantityByDefaultPackaging","singleBadgeNumber","itemCostPrice","itemCostPriceCurrency","costPrice","costPriceIqd","costPriceUsd","sellingPriceMultiple","sellingPrice","defaultCurrency","defaultCurrencyMultiple","exRate","parentItem","parentItemId","totalCostPrice","totalCostPriceIqd","totalCostPriceUsd","costPriceCurrency","itemExpenseCost","trader","traderName","attributes","supplier","inventoryReminderQuantity","volume","weight","potentialSalesValue","display","packing","currentRent","key","rowIndex","expiryDate"
"no","6a44fbeb7bd19ff6267d9cf0","493","","","","","Glowing cool rgb 80x30","","","","","PAD","6a44fbea7bd19ff6267d9bd1","","سەرەکی","6a44cc677bd19ff6267d63f4","9","","9","no","9 دانە","1","9","true","5","$","5","0","5","10","14","$","$","","","","","0","45","$","","","","","","10","0","0","126","true","","0","6a44fbeb7bd19ff6267d9cf0-124","124",""
"no","6a44fbe97bd19ff6267d9a26","430","","","","","Go-des ios","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","2","$","2","0","2","4","6","$","$","","","","","0","2","$","","","","","","10","0","0","6","true","","0","6a44fbe97bd19ff6267d9a26-125","125",""
"no","6a44fbe97bd19ff6267d9ac4","427","","","","","Go-des type c to aux","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","3","$","3","0","3","5","7","$","$","","","","","0","3","$","","","","","","10","0","0","7","true","","0","6a44fbe97bd19ff6267d9ac4-126","126",""
"no","6a44fbed7bd19ff6267d9f8e","633","","","","","Gunnar cruz amber onyx cru-08401 glasses","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","30","$","30","0","30","35","40","$","$","","","","","0","30","$","","","","","","10","0","0","40","true","","0","6a44fbed7bd19ff6267d9f8e-127","127",""
"no","6a44fbed7bd19ff6267d9f88","631","","","","","Gunnar cruz kida glasses","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","25","$","25","0","25","30","35","$","$","","","","","0","50","$","","","","","","10","0","0","70","true","","0","6a44fbed7bd19ff6267d9f88-128","128",""
"no","6a44fbe67bd19ff6267d95de","213","","","","","HD video converter","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","3","$","3","0","3","5","7","$","$","","","","","0","3","$","","","","","","10","0","0","7","true","","0","6a44fbe67bd19ff6267d95de-129","129",""
"no","6a44fbe97bd19ff6267d9aee","380","","","","","HDTV v2.1 1.5m 8k","","","","","Cable","6a44fbe77bd19ff6267d9791","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","1.7","$","1.7","0","1.7","4","5","$","$","","","","","0","1.7","$","","","","","","10","0","0","5","true","","0","6a44fbe97bd19ff6267d9aee-130","130",""
"no","6a44fbe37bd19ff6267d9292","66","","","","","HP g260","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","6.5","$","6.5","0","6.5","8","10","$","$","","","","","0","13","$","","","","","","10","0","0","20","true","","0","6a44fbe37bd19ff6267d9292-131","131",""
"no","6a44fbe67bd19ff6267d9662","235","","","","","HP k2500 wireless","","","","","KEYBOARD","6a44fbe47bd19ff6267d9423","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","5","$","5","0","5","7","10","$","$","","","","","0","5","$","","","","","","10","0","0","10","true","","0","6a44fbe67bd19ff6267d9662-132","132",""
"no","6a44fbe47bd19ff6267d935e","108","","","","","HP m180","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","6","","6","no","6 دانە","1","6","true","1.5","$","1.5","0","1.5","3","5","$","$","","","","","0","9","$","","","","","","10","0","0","30","true","","0","6a44fbe47bd19ff6267d935e-133","133",""
"no","6a44fbeb7bd19ff6267d9d52","527","","","","","Hadron hd-g8 - m.p","","","","","Bundle 2","6a44fbe67bd19ff6267d964b","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","5","$","5","0","5","6","7","$","$","","","","","0","20","$","","","","","","10","0","0","28","true","","0","6a44fbeb7bd19ff6267d9d52-134","134",""
"no","6a44fbe87bd19ff6267d9958","296","","","","","Halnziue grease HY510 1g","","","","","Thermal Paste","6a44fbe67bd19ff6267d9725","","سەرەکی","6a44cc677bd19ff6267d63f4","50","","50","no","50 دانە","1","50","true","0.2","$","0.2","0","0.2","2","3","$","$","","","","","0","10","$","","","","","","10","0","0","150","true","","0","6a44fbe87bd19ff6267d9958-135","135",""
"no","6a44fbe97bd19ff6267d9b0c","411","","","","","Hard 2.5 to usb 3.0","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","40","","40","no","40 دانە","1","40","true","1","$","1","0","1","2","3","$","$","","","","","0","40","$","","","","","","10","0","0","120","true","","0","6a44fbe97bd19ff6267d9b0c-136","136",""
"no","6a44fbea7bd19ff6267d9b60","441","","","","","Hdmi","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","9","","9","no","9 دانە","1","9","true","1","$","1","0","1","1.5","2","$","$","","","","","0","9","$","","","","","","10","0","0","18","true","","0","6a44fbea7bd19ff6267d9b60-137","137",""
"no","6a44fbf67bd19ff6267dad35","1209","","","","","Hdmi premium 4k 2.0v 1.5m","","","","","Cable","6a44fbe77bd19ff6267d9791","","سەرەکی","6a44cc677bd19ff6267d63f4","10","","10","no","10 دانە","1","10","true","1","$","1","0","1","2","3","$","$","","","","","0","10","$","","","","","","10","0","0","30","true","","0","6a44fbf67bd19ff6267dad35-138","138",""
"no","6a44fbf67bd19ff6267dad4f","1210","","","","","Hdmi premium 4k 2.0v 3m","","","","","Cable","6a44fbe77bd19ff6267d9791","","سەرەکی","6a44cc677bd19ff6267d63f4","5","","5","no","5 دانە","1","5","true","1.5","$","1.5","0","1.5","3","5","$","$","","","","","0","7.5","$","","","","","","10","0","0","25","true","","0","6a44fbf67bd19ff6267dad4f-139","139",""
"no","6a44fbf37bd19ff6267da830","999","","","","","Hestart UFO i Black","","","","","CASE","6a44fbe77bd19ff6267d979f","","سەرەکی","6a44cc677bd19ff6267d63f4","10","","10","no","10 دانە","1","10","true","35","$","35","0","35","60","70","$","$","","","","","0","350","$","","","","","","10","0","0","700","true","","0","6a44fbf37bd19ff6267da830-140","140",""
"no","6a44fbf37bd19ff6267da80c","998","","","","","Hestart UFO i white","","","","","CASE","6a44fbe77bd19ff6267d979f","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","35","$","35","0","35","60","70","$","$","","","","","0","35","$","","","","","","10","0","0","70","true","","0","6a44fbf37bd19ff6267da80c-141","141",""
"no","6a44fbec7bd19ff6267d9f0c","558","","","","","Hikvision 240gb","","","","","SSD","6a44fbe67bd19ff6267d95e9","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","23.5","$","23.5","0","23.5","40","45","$","$","","","","","0","47","$","","","","","","10","0","0","90","true","","0","6a44fbec7bd19ff6267d9f0c-142","142",""
"no","6a44fbf57bd19ff6267dabc7","1124","","","","","Hoco UPA21 2-in-1 3.5","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","10","","10","no","10 دانە","1","10","true","1.5","$","1.5","0","1.5","2.5","3","$","$","","","","","0","15","$","","","","","","10","0","0","30","true","","0","6a44fbf57bd19ff6267dabc7-143","143",""
"no","6a44fbe97bd19ff6267d9a08","423","","","","","Hoco hdmi to type c","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","7","$","7","0","7","8","10","$","$","","","","","0","7","$","","","","","","10","0","0","10","true","","0","6a44fbe97bd19ff6267d9a08-144","144",""
"no","6a44fbec7bd19ff6267d9f36","604","","","","","Hoco m22","","","","","EARPHONE","6a44fbe67bd19ff6267d9705","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","2","$","2","0","2","4","5","$","$","","","","","0","4","$","","","","","","10","0","0","10","true","","0","6a44fbec7bd19ff6267d9f36-145","145",""
"no","6a44fbf57bd19ff6267dab2b","387","","","","","Hub aittnt usb 3.0 - 4 port","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","1.5","$","1.5","0","1.5","5","7","$","$","","","","","0","6","$","","","","","","10","0","0","28","true","","0","6a44fbf57bd19ff6267dab2b-146","146",""
"no","6a44fbed7bd19ff6267d9fea","645","","","","","Hunkey power strip sul507 3m","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","9","$","9","0","9","12","14","$","$","","","","","0","9","$","","","","","","10","0","0","14","true","","0","6a44fbed7bd19ff6267d9fea-147","147",""
"no","6a44fbe47bd19ff6267d93f4","114","","","","","Hyperx cloud 3 open box","","","","","HEADSET","6a44fbe37bd19ff6267d92c7","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","45","$","45","0","45","55","60","$","$","","","","","0","135","$","","","","","","10","0","0","180","true","","0","6a44fbe47bd19ff6267d93f4-148","148",""
"no","6a44fbee7bd19ff6267da190","711","","","","","Hyperx cloud stinger 2 open box","","","","","HEADSET","6a44fbe37bd19ff6267d92c7","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","16","$","16","0","16","20","25","$","$","","","","","0","32","$","","","","","","10","0","0","50","true","","0","6a44fbee7bd19ff6267da190-149","149",""
"no","6a44fbe57bd19ff6267d95b6","127","","","","","Hyperx cloud stinger core wireless","","","","","HEADSET","6a44fbe37bd19ff6267d92c7","","سەرەکی","6a44cc677bd19ff6267d63f4","5","","5","no","5 دانە","1","5","true","54","$","54","0","54","60","65","$","$","","","","","0","270","$","","","","","","10","0","0","325","true","","0","6a44fbe57bd19ff6267d95b6-150","150",""
"no","6a44fbeb7bd19ff6267d9d7e","538","","","","","Hyperx duocast black","","","","","MIC","6a44fbe67bd19ff6267d9643","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","73","$","73","0","73","80","85","$","$","","","","","0","73","$","","","","","","10","0","0","85","true","","0","6a44fbeb7bd19ff6267d9d7e-151","151",""
"no","6a44fbf77bd19ff6267dadc1","1207","","","","","Hyperx fury 16gb 3200mhz","","","","","RAM","6a44d0877bd19ff6267d698c","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","85","$","85","0","85","100","115","$","$","","","","","0","170","$","","","","","","10","0","0","230","true","","0","6a44fbf77bd19ff6267dadc1-152","152",""
"no","6a44fbeb7bd19ff6267d9d0e","506","","","","","Igame 90x33","","","","","PAD","6a44fbea7bd19ff6267d9bd1","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","3","$","3","0","3","5","7","$","$","","","","","0","12","$","","","","","","10","0","0","28","true","","0","6a44fbeb7bd19ff6267d9d0e-153","153",""
"no","6a44fbe77bd19ff6267d97d8","342","","","","","Intel 12100f box","","","","","CPU","6a44fbe77bd19ff6267d9741","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","101","$","101","0","101","110","120","$","$","","","","","0","101","$","","","","","","10","0","0","120","true","","0","6a44fbe77bd19ff6267d97d8-154","154",""
"no","6a44fbf07bd19ff6267da40a","794","","","","","Intel I5 14400F","","","","","CPU","6a44fbe77bd19ff6267d9741","","سەرەکی","6a44cc677bd19ff6267d63f4","9","","9","no","9 دانە","1","9","true","140","$","140","0","140","160","180","$","$","","","","","0","1260","$","","","","","","10","0","0","1620","true","","0","6a44fbf07bd19ff6267da40a-155","155",""
"no","6a44fbe77bd19ff6267d985c","334","","","","","Intel i5 10400f tray","","","","","CPU","6a44fbe77bd19ff6267d9741","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","86","$","86","0","86","115","125","$","$","","","","","0","86","$","","","","","","10","0","0","125","true","","0","6a44fbe77bd19ff6267d985c-156","156",""
"no","6a44fbe87bd19ff6267d997c","294","","","","","Intel i5 12400f","","","","","CPU","6a44fbe77bd19ff6267d9741","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","117.7","$","117.7","0","117.7","140","160","$","$","","","","","0","353.1","$","","","","","","10","0","0","480","true","","0","6a44fbe87bd19ff6267d997c-157","157",""
"no","6a44fbf17bd19ff6267da596","821","","","","","Intel i5 12600kf","","","","","CPU","6a44fbe77bd19ff6267d9741","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","136","$","136","0","136","175","190","$","$","","","","","0","272","$","","","","","","10","0","0","380","true","","0","6a44fbf17bd19ff6267da596-158","158",""
"no","6a44fbe87bd19ff6267d995e","320","","","","","Intel i5 13400f tray","","","","","CPU","6a44fbe77bd19ff6267d9741","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","142","$","142","0","142","155","170","$","$","","","","","0","568","$","","","","","","10","0","0","680","true","","0","6a44fbe87bd19ff6267d995e-159","159",""
"no","6a44fbe87bd19ff6267d9916","311","","","","","Intel i5 9400f","","","","","CPU","6a44fbe77bd19ff6267d9741","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","74","$","74","0","74","75","75","$","$","","","","","0","148","$","","","","","","10","0","0","150","true","","0","6a44fbe87bd19ff6267d9916-160","160",""
"no","6a44fbe77bd19ff6267d981a","340","","","","","Intel i7 10700f tray","","","","","CPU","6a44fbe77bd19ff6267d9741","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","238","$","238","0","238","238","238","$","$","","","","","0","238","$","","","","","","10","0","0","238","true","","0","6a44fbe77bd19ff6267d981a-161","161",""
"no","6a44fbe77bd19ff6267d9762","260","","","","","Intel i7 13700k","","","","","CPU","6a44fbe77bd19ff6267d9741","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","396","$","396","0","396","430","450","$","$","","","","","0","396","$","","","","","","10","0","0","450","true","","0","6a44fbe77bd19ff6267d9762-162","162",""
"no","6a44fbf17bd19ff6267da62c","820","","","","","Intel i7 14700kf","","","","","CPU","6a44fbe77bd19ff6267d9741","","سەرەکی","6a44cc677bd19ff6267d63f4","5","","5","no","5 دانە","1","5","true","298.5","$","298.5","0","298.5","330","350","$","$","","","","","0","1492.5","$","","","","","","10","0","0","1750","true","","0","6a44fbf17bd19ff6267da62c-163","163",""
"no","6a44fbe77bd19ff6267d9744","252","","","","","Intel i9 12900k","","","","","CPU","6a44fbe77bd19ff6267d9741","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","360","$","360","0","360","380","400","$","$","","","","","0","360","$","","","","","","10","0","0","400","true","","0","6a44fbe77bd19ff6267d9744-164","164",""
"no","6a44fbe97bd19ff6267d9a1a","428","","","","","Ios hd-a700","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","2","$","2","0","2","3","5","$","$","","","","","0","2","$","","","","","","10","0","0","5","true","","0","6a44fbe97bd19ff6267d9a1a-165","165",""
"no","6a44fbe97bd19ff6267d9afa","396","","","","","Ios to aux","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","7.5","$","7.5","0","7.5","8.5","10","$","$","","","","","0","7.5","$","","","","","","10","0","0","10","true","","0","6a44fbe97bd19ff6267d9afa-166","166",""
"no","6a44fbee7bd19ff6267da110","689","","","","","Ipega pg 9028","","","","","Controller","6a44fbe87bd19ff6267d998d","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","10","$","10","0","10","10","10","$","$","","","","","0","20","$","","","","","","10","0","0","20","true","","0","6a44fbee7bd19ff6267da110-167","167",""
"no","6a44fbee7bd19ff6267da10a","687","","","","","Ipega pg 9062s","","","","","Controller","6a44fbe87bd19ff6267d998d","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","10","$","10","0","10","10","10","$","$","","","","","0","10","$","","","","","","10","0","0","10","true","","0","6a44fbee7bd19ff6267da10a-168","168",""
"no","6a44fbee7bd19ff6267da116","690","","","","","Ipega pg 9076","","","","","Controller","6a44fbe87bd19ff6267d998d","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","10","$","10","0","10","10","10","$","$","","","","","0","30","$","","","","","","10","0","0","30","true","","0","6a44fbee7bd19ff6267da116-169","169",""
"no","6a44fbe87bd19ff6267d9990","362","","","","","Ipega pg-9021","","","","","Controller","6a44fbe87bd19ff6267d998d","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","11","$","11","0","11","15","18","$","$","","","","","0","11","$","","","","","","10","0","0","18","true","","0","6a44fbe87bd19ff6267d9990-170","170",""
"no","6a44fbe87bd19ff6267d999c","365","","","","","Ipega pg-9057","","","","","Controller","6a44fbe87bd19ff6267d998d","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","10","$","10","0","10","15","20","$","$","","","","","0","10","$","","","","","","10","0","0","20","true","","0","6a44fbe87bd19ff6267d999c-171","171",""
"no","6a44fbe87bd19ff6267d99a2","366","","","","","Ipega pg-9082","","","","","Controller","6a44fbe87bd19ff6267d998d","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","10","$","10","0","10","15","20","$","$","","","","","0","10","$","","","","","","10","0","0","20","true","","0","6a44fbe87bd19ff6267d99a2-172","172",""
"no","6a44fbe87bd19ff6267d99d2","400","","","","","Iphone gl043-1","","","","","ADAPTER","6a44fbe67bd19ff6267d95db","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","8","$","8","0","8","10","14","$","$","","","","","0","32","$","","","","","","10","0","0","56","true","","0","6a44fbe87bd19ff6267d99d2-173","173",""
"no","6a44fbe57bd19ff6267d95aa","155","","","","","J1","","","","","HEADSET","6a44fbe37bd19ff6267d92c7","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","9","$","9","0","9","11","13","$","$","","","","","0","27","$","","","","","","10","0","0","39","true","","0","6a44fbe57bd19ff6267d95aa-174","174",""
"no","6a44fbe37bd19ff6267d9238","60","","","","","Jadel gm830","","","","","MOUSE","6a44fbe37bd19ff6267d9217","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","3.5","$","3.5","0","3.5","5","7","$","$","","","","","0","3.5","$","","","","","","10","0","0","7","true","","0","6a44fbe37bd19ff6267d9238-175","175",""
"no","6a44fbea7bd19ff6267d9be0","494","","","","","Jadel kl80 rgb 30x20","","","","","PAD","6a44fbea7bd19ff6267d9bd1","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","6","$","6","0","6","8","10","$","$","","","","","0","18","$","","","","","","10","0","0","30","true","","0","6a44fbea7bd19ff6267d9be0-176","176",""
"no","6a44fbec7bd19ff6267d9f2a","601","","","","","Jbl e81 bt","","","","","EARPHONE","6a44fbe67bd19ff6267d9705","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","3","$","3","0","3","5","6","$","$","","","","","0","3","$","","","","","","10","0","0","6","true","","0","6a44fbec7bd19ff6267d9f2a-177","177",""
"no","6a44fbee7bd19ff6267da1f0","523","","","","","Jertech km170","","","","","Bundle 2","6a44fbe67bd19ff6267d964b","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","4","$","4","0","4","7","10","$","$","","","","","0","4","$","","","","","","10","0","0","10","true","","0","6a44fbee7bd19ff6267da1f0-178","178",""
"no","6a44fbea7bd19ff6267d9c32","489","","","","","Jertech victory ct4-01","","","","","Bundle 4","6a44fbea7bd19ff6267d9c2f","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","11.5","$","11.5","0","11.5","16","25","$","$","","","","","0","34.5","$","","","","","","10","0","0","75","true","","0","6a44fbea7bd19ff6267d9c32-179","179",""
"no","6a44fbeb7bd19ff6267d9d08","480","","","","","Jt-2805","","","","","Speaker","6a44fbea7bd19ff6267d9bb7","","سەرەکی","6a44cc677bd19ff6267d63f4","12","","12","no","12 دانە","1","12","true","5","$","5","0","5","8","12","$","$","","","","","0","60","$","","","","","","10","0","0","144","true","","0","6a44fbeb7bd19ff6267d9d08-180","180",""
"no","6a44fbe67bd19ff6267d964e","232","","","","","K-13","","","","","Bundle 2","6a44fbe67bd19ff6267d964b","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","3","$","3","0","3","7","15","$","$","","","","","0","3","$","","","","","","10","0","0","15","true","","0","6a44fbe67bd19ff6267d964e-181","181",""
"no","6a44fbf27bd19ff6267da78e","899","","","","","KISONLI X17","","","","","Speaker","6a44fbea7bd19ff6267d9bb7","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","5","$","5","0","5","8","12","$","$","","","","","0","10","$","","","","","","10","0","0","24","true","","0","6a44fbf27bd19ff6267da78e-182","182",""
"no","6a44fbed7bd19ff6267da092","632","","","","","Keyboard arabic layout","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","17","","17","no","17 دانە","1","17","true","0.25","$","0.25","0","0.25","1","1.25","$","$","","","","","0","4.25","$","","","","","","10","0","0","21.25","true","","0","6a44fbed7bd19ff6267da092-183","183",""
"no","6a44fbed7bd19ff6267d9f9a","635","","","","","Keyboard protective film","","","","","Accessories","6a44fbe47bd19ff6267d9355","","سەرەکی","6a44cc677bd19ff6267d63f4","16","","16","no","16 دانە","1","16","true","0.3","$","0.3","0","0.3","1","1.35","$","$","","","","","0","4.8","$","","","","","","10","0","0","21.6","true","","0","6a44fbed7bd19ff6267d9f9a-184","184",""
"no","6a44fbed7bd19ff6267da050","617","","","","","Kingston 128gb","","","","","FLASH USB","6a44fbe67bd19ff6267d9659","","سەرەکی","6a44cc677bd19ff6267d63f4","3","","3","no","3 دانە","1","3","true","10","$","10","0","10","15","20","$","$","","","","","0","30","$","","","","","","10","0","0","60","true","","0","6a44fbed7bd19ff6267da050-185","185",""
"no","6a44fbe87bd19ff6267d98e6","344","","","","","Kingston 16gb 3200mhz","","","","","Laptop Ram","6a44fbe67bd19ff6267d9683","","سەرەکی","6a44cc677bd19ff6267d63f4","20","","20","no","20 دانە","1","20","true","34","$","34","0","34","75","85","$","$","","","","","0","680","$","","","","","","10","0","0","1700","true","","0","6a44fbe87bd19ff6267d98e6-186","186",""
"no","6a44fbe97bd19ff6267d9b06","360","","","","","Kingston 4gb 2666mhz","","","","","Laptop Ram","6a44fbe67bd19ff6267d9683","","سەرەکی","6a44cc677bd19ff6267d63f4","4","","4","no","4 دانە","1","4","true","18","$","18","0","18","25","30","$","$","","","","","0","72","$","","","","","","10","0","0","120","true","","0","6a44fbe97bd19ff6267d9b06-187","187",""
"no","6a44fbed7bd19ff6267d9f62","618","","","","","Kingston 64gb","","","","","FLASH USB","6a44fbe67bd19ff6267d9659","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","5.5","$","5.5","0","5.5","10","12","$","$","","","","","0","11","$","","","","","","10","0","0","24","true","","0","6a44fbed7bd19ff6267d9f62-188","188",""
"no","6a44fbed7bd19ff6267d9f7c","629","","","","","Kingston 8gb","","","","","FLASH USB","6a44fbe67bd19ff6267d9659","","سەرەکی","6a44cc677bd19ff6267d63f4","1","","1","no","1 دانە","1","1","true","3","$","3","0","3","5","7","$","$","","","","","0","3","$","","","","","","10","0","0","7","true","","0","6a44fbed7bd19ff6267d9f7c-189","189",""
"no","6a44fbec7bd19ff6267d9e4c","560","","","","","Kingston a2000 250gb","","","","","M.2","6a44fbeb7bd19ff6267d9da9","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","25","$","25","0","25","45","50","$","$","","","","","0","50","$","","","","","","10","0","0","100","true","","0","6a44fbec7bd19ff6267d9e4c-190","190",""
"no","6a44fbec7bd19ff6267d9f00","564","","","","","Kingston a400 240gb","","","","","SSD","6a44fbe67bd19ff6267d95e9","","سەرەکی","6a44cc677bd19ff6267d63f4","10","","10","no","10 دانە","1","10","true","12","$","12","0","12","40","45","$","$","","","","","0","120","$","","","","","","10","0","0","450","true","","0","6a44fbec7bd19ff6267d9f00-191","191",""
"no","6a44fbed7bd19ff6267d9f5c","614","","","","","Kingston data traveller 128gb","","","","","FLASH USB","6a44fbe67bd19ff6267d9659","","سەرەکی","6a44cc677bd19ff6267d63f4","16","","16","no","16 دانە","1","16","true","8","$","8","0","8","15","20","$","$","","","","","0","128","$","","","","","","10","0","0","320","true","","0","6a44fbed7bd19ff6267d9f5c-192","192",""
"no","6a44fbee7bd19ff6267da0ce","613","","","","","Kingston data traveller 16gb","","","","","FLASH USB","6a44fbe67bd19ff6267d9659","","سەرەکی","6a44cc677bd19ff6267d63f4","17","","17","no","17 دانە","1","17","true","3.5","$","3.5","0","3.5","5","7","$","$","","","","","0","59.5","$","","","","","","10","0","0","119","true","","0","6a44fbee7bd19ff6267da0ce-193","193",""
"no","6a44fbf07bd19ff6267da36e","612","","","","","Kingston data traveller 32gb","","","","","FLASH USB","6a44fbe67bd19ff6267d9659","","سەرەکی","6a44cc677bd19ff6267d63f4","38","","38","no","38 دانە","1","38","true","3.8","$","3.8000000000000003","0","3.8000000000000003","7","10","$","$","","","","","0","144.4","$","","","","","","10","0","0","380","true","","0","6a44fbf07bd19ff6267da36e-194","194",""
"no","6a44fbed7bd19ff6267da07a","615","","","","","Kingston data traveller 64gb","","","","","FLASH USB","6a44fbe67bd19ff6267d9659","","سەرەکی","6a44cc677bd19ff6267d63f4","20","","20","no","20 دانە","1","20","true","4","$","4","0","4","10","14","$","$","","","","","0","80","$","","","","","","10","0","0","280","true","","0","6a44fbed7bd19ff6267da07a-195","195",""
"no","6a44fbe67bd19ff6267d9698","268","","","","","Kingston fury 16gb 3200mhz","","","","","RAM","6a44d0877bd19ff6267d698c","","سەرەکی","6a44cc677bd19ff6267d63f4","2","","2","no","2 دانە","1","2","true","85","$","85","0","85","100","115","$","$","","","","","0","170","$","","","","","","10","0","0","230","true","","0","6a44fbe67bd19ff6267d9698-196","196",""
